,result,top_win_rate,top_lane_kill_rate,top_kda,top_kill_participate,top_damage,jg_win_rate,jg_kda,jg_kill_participate,jg_damage,mid_win_rate,mid_lane_kill_rate,mid_kda,mid_kill_participate,mid_damage,adc_win_rate,adc_lane_kill_rate,adc_kda,adc_kill_participate,adc_damage,sup_win_rate,sup_lane_kill_rate,sup_kda,sup_kill_participate
10,0,0.473,0.47369999999999995,0.5501222493887531,0.5263157894736843,0.43272332998360397,0.5412,0.5156576200417536,0.5076142131979695,0.4815475189234651,0.49090000000000006,0.5306000000000001,0.509765625,0.5037593984962406,0.4776491581259151,0.484,0.532,0.4923954372623574,0.5,0.46216759248315803,0.46490000000000004,0.5481,0.5349301397205589,0.5129310344827586
11,1,0.5499,0.39759999999999995,0.5615550755939526,0.5152998776009792,0.5018572565667285,0.494,0.507399577167019,0.49635036496350365,0.4961832061068702,0.4936,0.45439999999999997,0.5071283095723015,0.5118025751072961,0.49692600718470475,0.5258,0.5439,0.5370741482965932,0.5242518059855521,0.548682293397408,0.5213,0.4703,0.5746887966804979,0.5155746509129968
13,0,0.5505,0.5092,0.5096952908587258,0.5079155672823219,0.5417163645038168,0.5107,0.5224489795918367,0.5181907571288102,0.44708135280238004,0.4722,0.6403,0.4989010989010989,0.4937853107344633,0.43500700243788576,0.4983,0.5338,0.5208747514910537,0.509783728115345,0.5364059066986868,0.4583,0.5736,0.4178217821782178,0.5011792452830189
17,1,0.4939,0.52,0.5103092783505154,0.5051679586563307,0.5082213119483067,0.49670000000000003,0.4663774403470716,0.5101214574898786,0.49318871272394255,0.45909999999999995,0.5490999999999999,0.4412878787878788,0.48607108549471667,0.47044558957259774,0.4742,0.4561,0.46292585170340683,0.47574819401444784,0.45131770660259196,0.5432,0.3825,0.50187265917603,0.5303347280334728
19,1,0.5249,0.5515,0.5644329896907216,0.5214564369310793,0.5040304182509505,0.5601,0.5130784708249497,0.5042105263157894,0.535400070384234,0.5019,0.41969999999999996,0.47166361974405846,0.4752891692954785,0.4811904013412973,0.5364,0.5107,0.555776892430279,0.5198019801980198,0.5447206801298039,0.4907,0.5112,0.5034246575342466,0.500595947556615
20,1,0.4311,0.40659999999999996,0.4257907542579076,0.4576687116564417,0.413295429696042,0.506,0.49260042283298094,0.5036496350364963,0.5038167938931297,0.44,0.7206999999999999,0.5008976660682226,0.5120167189132706,0.5703469349125226,0.484,0.532,0.4923954372623574,0.5,0.46216759248315803,0.5168,0.3753,0.4226110363391656,0.5038503850385038
22,0,0.5650000000000001,0.3763,0.5673076923076923,0.506198347107438,0.4497164115386961,0.5013000000000001,0.4835589941972921,0.5086823289070479,0.6191038184794609,0.5323,0.4404,0.5295315682281059,0.5079702444208289,0.5332127554206231,0.5334000000000001,0.5503,0.5728952772073922,0.5266393442622951,0.4812758928813192,0.5267000000000001,0.4242,0.5295202952029521,0.5264293419633226
23,0,0.512,0.3605,0.4652173913043479,0.4707317073170732,0.5377057482907065,0.4907,0.4766839378238342,0.4824074074074074,0.5543608124253285,0.4802,0.5168,0.4954954954954955,0.5010504201680672,0.5307637906647807,0.4723,0.4657,0.47591522157996147,0.4923547400611621,0.48341557714808975,0.4593,0.5042,0.42696629213483145,0.510314875135722
24,1,0.44920000000000004,0.3576,0.4004683840749415,0.4613434727503168,0.42796529496559416,0.495,0.4921259842519685,0.48279252704031467,0.45865339760534907,0.4773,0.47229999999999994,0.511727078891258,0.5057712486883525,0.5084564800660017,0.4953,0.4532,0.5328185328185328,0.5005025125628141,0.5546926036147202,0.48560000000000003,0.46299999999999997,0.5804093567251463,0.5010570824524313
26,0,0.5067,0.4556,0.4496644295302013,0.47766749379652607,0.5011849061189767,0.5211,0.4232902033271719,0.44554455445544555,0.574242892459827,0.44670000000000004,0.4863,0.44999999999999996,0.4682875264270613,0.4614773018722749,0.4932,0.47119999999999995,0.5072164948453608,0.5126849894291755,0.5201627912747847,0.5304,0.4727,0.44419134396355353,0.5145945945945946
27,0,0.5563,0.4703,0.54337899543379,0.5037974683544303,0.4704878433020007,0.5015,0.4670912951167729,0.48615384615384616,0.45841718074753407,0.47130000000000005,0.6731999999999999,0.5977859778597786,0.529989094874591,0.46062241242964136,0.5036,0.5891,0.5274509803921569,0.5257623554153523,0.5120157736024125,0.5144,0.537,0.41959064327485385,0.49894291754756875
28,1,0.46649999999999997,0.5872999999999999,0.5433255269320844,0.5025316455696203,0.46542491268917346,0.4983,0.48148148148148145,0.5014218009478673,0.5600876277905279,0.5304,0.5031,0.4665461121157324,0.5036194415718718,0.5093873517786561,0.516,0.46799999999999997,0.5076045627376425,0.5,0.537832407516842,0.5392,0.3804,0.5181451612903225,0.5229540918163673
29,0,0.4947,0.579,0.4636118598382749,0.48091603053435117,0.5063633901976713,0.488,0.5510204081632653,0.5197685631629702,0.45092014405127695,0.4917,0.4436,0.4990757855822551,0.49748743718592964,0.48834471935007384,0.5423,0.49369999999999997,0.5281553398058253,0.5169578622816032,0.5161738236050398,0.4825,0.5382,0.47275922671353254,0.5206896551724137
